NatEmis,DataYear,Province,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
700261313,2025,GT,TERSIA KING LEARING ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,4,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8261313,,28.24227722,-25.99009936,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700089,797005007,HOSPITAL VIEW,DIRK JOHAN VENTER,HOSPITAL VIEW,TEMBISA,KEMPTON PARK,"1, SAMORA MACHEL STREET, HOSPITAL VIEW, TEMBISA, KEMPTON PARK",PO BOX 6669 BIRCHLEIGH 1621,,119260851,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700261313,99,1768,85
700261479,2025,GT,ZITIKENI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917173,917173,8261479,,28.225512,-26.001054,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700005,797005017,KOPANONG,MORITHI THEREZA MAIMELA,TEMBISA,TEMBISA,KEMPTON PARK,"4457, ANDRWE MAPHETO DRIVE, TEMBISA, TEMBISA, KEMPTON PARK",P.O.BOX 1465 TEMBISA 1628,,825546319,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700261479,99,1878,59
700261537,2025,GT,MADIBATLOU MIDDLE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),901034,901034,,,28.25264592,-25.93515907,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700089,797002002,STERKFONTEIN MINES,WRITE KGABO MOLOKOMME,OLIFANTSFONTEIN,MIDRAND,JOHANNESBURG,"00, APOLLO ROAD, OLIFANTSFONTEIN, MIDRAND, JOHANNESBURG",PO BOX 32 OLIFANTSFONTEIN 1665,,112068912,YES,ACD,Q1,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700261537,99,2020,59
700261677,2025,GT,OOS-RAND AKADEMIE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8261677,,28.27359675,-26.09147723,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700025,797006025,POMONA AH,RENE JORDAAN,,POMONA,KEMPTON PARK,"72, MAPLE STREET, , POMONA, KEMPTON PARK",P.O. BOX 10926 ASTON MANOR 1630,,113963316,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700261677,99,131,17
700261685,2025,GT,SHANGRI-LA ACADEMY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.245104,-26.07489,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700015,797006005,GLEN MARAIS,MARK RORICH,,GLEN MARAIS,KEMPTON PARK,"17, FISKAAL STREET, , GLEN MARAIS, KEMPTON PARK",10860 ASTON MANOR 1630,,113911419,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700261685,99,525,42
700261727,2025,GT,MARANATHA CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8261727,,28.24623309,-26.07102841,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700015,797006005,GLEN MARAIS,ARTHUR MEYER MEYER,,KEMPTON PARK,KEMPTON PARK,"1, CNR. DANN STREET AND VELD STREET, , KEMPTON PARK, KEMPTON PARK",1348 GLEN BALAD 1630,,119722920,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700261727,99,746,65
700261743,2025,GT,SONRISE CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.213218,-26.090081,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700104,797006019,KEMPTON PARK EXT 5,SHARON VIVIAN SHEASBY,,EDLEEN,KEMPTON PARK,"28, GREEN AVENUE, , EDLEEN, KEMPTON PARK",10308 Edleen 1625,,113940384,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700261743,99,62,9
700310060,2025,GT,LIVERPOOL SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),917139,917139,8310060,,28.30508793,-26.2101659,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700029,797011058,ACTONVILLE,NAVINDRA RAMSUNDER,ACTONVILLE,ACTONVILLE,BENONI,"1, BHATTAY STREET, ACTONVILLE, ACTONVILLE, BENONI",5010 BENONI SOUTH 1502,,114213853,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310060,99,1265,50
700310094,2025,GT,WILLIAM HILLS SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),917151,917151,8310094,,28.31281502,-26.20941009,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700029,797011057,ACTONVILLE EXT 4,LIONEL RABINDER SINGH,ACTONVILLE,BENONI,BENONI,"1, WYNBERG STREET, ACTONVILLE, BENONI, BENONI",18972 ACTONVILLE 1506,,114212517,YES,ACD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700310094,99,695,25
700310136,2025,GT,ASHBURY COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,3,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,8310136,,28.36770405,-26.11736813,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700024,797011025,FAIRLEAD AH,CECIL HENRY BEHRENS,,FAIRLEADS,BENONI,"69, VON BROEMBSEN ROAD, , FAIRLEADS, BENONI",11011 RYNFIELD 1515,,100350946,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700310136,99,1065,45
700310151,2025,GT,BENONI HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917113,917113,8310151,,28.31805381,-26.15850041,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700027,797011033,NORTHMEAD,GERARD EUGENE ROOYAKKERS,NORTHMEAD,BENONI,BENONI,"1, DALRYMPLE, NORTHMEAD, BENONI, BENONI",PO BOX 12202 BENORYN 1504,,118494129,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310151,99,1452,78
700310284,2025,GT,GEKOMBINEERDE SKOOL NOORDERLIG,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY & TECHNICAL,EN001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917123,917123,8310284,,28.37250737,-26.10884865,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700025,797011004,INGLETHORPE AH,MARIETJIE CLARISSA SMITH,PETIT,BENONI,BENONI,"66, COMBRINK STREET, PETIT, BENONI, BENONI",02 CRYSTAL PARK 1515,,119689931,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310284,99,1557,62
700310318,2025,GT,HOËRSKOOL BRANDWAG,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917125,917125,8310318,,28.31699367,-26.17403849,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700027,797011035,AIRFIELD,JAMES NEHEMIA WRIGHT,NORTHMEAD,BENONI,BENONI,"1, TYPHOON STREET, NORTHMEAD, BENONI, BENONI",PO BOX 13191 NORTHMEAD 1511,,118498911,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310318,99,1052,50
700310326,2025,GT,HOËRSKOOL HANS MOORE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917128,917128,8310326,,28.3198486,-26.1614826,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700027,797011033,NORTHMEAD,MICHAEL ANDREW  MEARNS,NORTHMEAD,BENONI,BENONI,"3, DALRYMPLE STREET, NORTHMEAD, BENONI, BENONI",PO BOX 12400 BENORYN 1504,,114251007,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310326,99,1042,61
700310383,2025,GT,KATHSTAN COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,8310383,,28.31927433,-26.13035142,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700024,797011013,JATNIEL AH,CLINT GAFFNEY,,BENONI,BENONI,"21, PATTEN ROAD, , BENONI, BENONI",P O BOX 12425 BENORYN 1501,,873500090,NO,NONE,N/A,,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700310383,99,,
700310730,2025,GT,SHANAN CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.310065,-26.169319,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700028,797011034,FARRARMERE,KIRSTEN  OOSTHUIZEN,,FARRARMERE,BENONI,"88, GREAT NORTH ROAD, , FARRARMERE, BENONI",12140 BENORYN 1504,,724840296,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700310730,99,121,7
700310763,2025,GT,ST DUNSTAN'S MEMORIAL DIOCESAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.31402167,-26.19121667,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011044,BENONI SP,WARWICK ROBERT TAYLOR,,BENONI,BENONI,"1, CNR. BAINES ROAD AND O'RIELLY MERRY ROAD, , BENONI, BENONI",P O BOX 13552 NORTHMEAD 1511,,117466500,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700310763,99,1198,95
700310847,2025,GT,WILLOWMOORE HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,EN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917152,917152,8310847,,28.31808392,-26.19993185,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011050,MACKENZIE PARK,LORNA SANDERS,BENONI,BENONI,BENONI,"1, CECIL JACKSON ROAD, BENONI, BENONI, BENONI",P O BOX 1221 BENONI 1500,,114218725,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310847,99,1337,51
700310854,2025,GT,WORDSWORTH HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917153,917153,8310854,,28.30902005,-26.17561911,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700028,797011034,FARRARMERE,TIKIE ANNA SEMATLE,FARRAMERE,BENONI,BENONI,"4, WORDSWORTH ROAD, FARRAMERE, BENONI, BENONI",14261 FARRAMERE 1518,,114250144,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700310854,99,1152,44
700310870,2025,GT,EPHES MAMKELI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917121,917121,8310870,,28.29124233,-26.21295445,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700030,797021001,WATTVILLE SP,JACOB MOENG RIBA,WATTVILLE,BENONI,BENONI,"3133, MDENGENTONGA STREET, WATTVILLE, BENONI, BENONI",16638 WATTVILLE 1516,,119145624,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700310870,99,1672,48
700310904,2025,GT,BENONI EDUCATIONAL COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8310904,,28.32160864,-26.18882848,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011044,BENONI SP,MELULEKI NYATHI,,BENONI,BENONI,"35, CRANBOURNE AVENUE, , BENONI, BENONI",P O BOX 2359 BENONI 1500,,100238235,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700310904,99,201,12
700310995,2025,GT,DINOTO TECHNICAL SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TECHNICAL,EN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917118,917118,8310995,,28.41014604,-26.16020847,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700071,797014012,DAVEYTON X7,SIPHAMANDLA DESMOND MABUZA,DAVEYTON,BENEONI,BENONI,"20013, HEALDSTREET, DAVEYTON, BENEONI, BENONI",XO3 DAVEYTON 1507,,114243005,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700310995,99,1172,45
700311050,2025,GT,ETWATWA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917122,917122,8311050,,28.300186,-26.220849,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700030,797021001,WATTVILLE SP,MANINI MOFOKENG,WATTVILLE,BENONI,BENONI,"1799, LESABE STREET, WATTVILLE, BENONI, BENONI",16521 WATTVILLE 1516,,825546193,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700311050,99,1107,35
700311100,2025,GT,HULWAZI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917135,917135,8311100,,28.4135749,-26.15703273,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700071,797014004,DAVEYTON SP,HAPPY INGRID  JELE,DAVEYTON,BENONI,BENONI,"215, DUMERI STREET, DAVEYTON, BENONI, BENONI",PRIVATE BAG X02 DAVEYTON 1520,,107460733,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700311100,99,2338,66
700311225,2025,GT,LEE RAND HIGH SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,,,28.318852,-26.178674,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700027,797011033,NORTHMEAD,PRENEEDA NAIDOO,NORTHMEAD,BENONI,BENONI,"27, THIRD AVENUE, NORTHMEAD, BENONI, BENONI",P.O. BOX 2359 BENONI 1500,,100238333,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700311225,99,945,22
700311258,2025,GT,LESIBA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917138,917138,8311258,,28.399763,-26.155325,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700071,797014011,DAVEYTON X2,KENNETH MTHUNZI THEMBA TSHABALALA,DAVEYTON,BENONI,BENONI,"71179, MATHEWSON, DAVEYTON, BENONI, BENONI",71 DAVEYTON 1507,,825529065,YES,ACD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700311258,99,2515,75
700311290,2025,GT,MABUYA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917140,917140,8311290,,28.41616218,-26.1555774,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700071,797014004,DAVEYTON SP,MWAMAFIKE ISSAC  LANGA,DAVEYTON,BENONI,JOHANNESBURG,"1, MOCKE AND EISELEN, DAVEYTON, BENONI, JOHANNESBURG",48 DAVEYTON 1507,,114242302,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700311290,99,2085,68
700311613,2025,GT,UNITY SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917150,917150,8311613,,28.39855847,-26.14980387,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700110,797014011,DAVEYTON X2,MELODY MAKHOSAZA  MASEKO,DAVEYTON,BENONI,BENONI,"1182, MATHEWSON & BRITZ STREET, DAVEYTON, BENONI, BENONI",P.O BOX 118 DAVEYTON 1520,,114241471,YES,ACD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700311613,99,2575,75
700311696,2025,GT,ST FRANCIS COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8311696,,28.30852379,-26.19296394,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011044,BENONI SP,ATHOLL ANDREW MURRAY,,BENONI,BENONI,"32, PARK STREET, , BENONI, BENONI",1930 BENONI 1501,,100350947,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700311696,99,844,57
700312075,2025,GT,PETIT HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917145,917145,8312075,,28.37176628,-26.09706151,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700025,797011003,SESFONTEIN AH,DERRICK MKHABELA,,PETIT,BENONI,"59, ZESFONTEIN RD, , PETIT, BENONI",P O BOX 7616 PETIT 1512,,119650788,YES,ACD,Q4,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700312075,99,1302,45
700312091,2025,GT,BENONI MUSLIM SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8312091,,28.32458643,-26.20245865,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011050,MACKENZIE PARK,NASSER  EBRAHIM,,MACKENZIE PARK,BENONI,"07, CHAT STREET, , MACKENZIE PARK, BENONI",P.O.BOX 1786 BENONI 1500,,114216014,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700312091,99,693,53
700312116,2025,GT,ASHTON INTERNATIONAL COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.29233374,-26.14623788,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700023,797011017,GOEDEBURG,LYNNE  FELIX,,FARRARMERE,BENONI,"47, BERYL STREET, , FARRARMERE, BENONI",P O BOX 4807 ATLASVILLE 1465,,113952070,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700312116,99,1093,75
700312158,2025,GT,BENONI CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8312158,,28.3014,-26.1461,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700023,797011033,NORTHMEAD,THANESVARY SINGH,NORTHMEAD EXT 4,NORTHMEAD,BENONI,"5, CNR PAPAWER AND HIBISCUS STREET, NORTHMEAD EXT 4, NORTHMEAD, BENONI",PO BOX 13121 NORTHMEAD 1511,,118499611,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700312158,99,263,21
700400001,2025,GT,NEW MILLENIUM COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8400001,,28.2175786,-26.09207233,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700104,797006019,KEMPTON PARK EXT 5,KUTENDA  TRINOS,,RHODESFIELD,KEMPTON PARK,"2, CYPRESS STREET/CORNER MARAUDER STREET, , RHODESFIELD, KEMPTON PARK",P O BOX 8451 EDLEEN 1620,,110427413,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400001,99,231,19
700400051,2025,GT,JACARANDA ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.16524629,-26.12439428,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700018,797007004,EDEN GLEN EXT 60,TAMARA OLIVIA  BALLA,,EDENGLEN,EDENVALE,"37, VAN TONDER AVENUE, , EDENGLEN, EDENVALE",P O BOX 9521 EDENGLEN 1613,,116096218,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400051,99,108,9
700400054,2025,GT,BETHARRY ENGLISH PRIVATE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8400054,,28.2199755,-26.01340815,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,797005043,ENDULWENI,THERESIA MMAMOLOTO MONTJANE,,TEMBISA,KEMPTON PARK,"256, TEMONG SECTION, , TEMBISA, KEMPTON PARK",P.O. BOX 1557 TEMBISA 1632,,119246012,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400054,99,2061,72
700400059,2025,GT,OXFORD COMBINED COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8400059,,28.23078833,-26.10540667,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700017,797006020,KEMPTON PARK SP,MANDLENKOSI  NCUBE,,SPARTAN,KEMPTON PARK,"43, DERRICK ROAD, , SPARTAN, KEMPTON PARK",8451 EDLEEN 1625,,110540839,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400059,99,223,21
700400098,2025,GT,DALPARK LEARNING ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EN001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8400098,,28.31926051,-26.18915699,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011044,BENONI SP,PRENEEDA NAIDOO,,BENONI,BENONI,"55, WOBURN AVE., , BENONI, BENONI",115 BENONI 1500,,100238333,NO,NONE,N/A,,NOT APPLICABLE,37959,NO,URBAN,,GT,NOT MOVED,700400098,99,1661,50
